,words,cluster_value,closeness_score,sentiment_coeff,sentiment
181,everything,1,27.179171926086664,27.179171926086664,positive
182,thank,1,25.979077959335225,25.979077959335225,positive
183,land,1,22.58000631374132,22.58000631374132,positive
184,big,1,24.912913830160694,24.912913830160694,positive
185,fire,1,23.66426364884577,23.66426364884577,positive
186,democracy,1,25.36227433729416,25.36227433729416,positive
187,meet,1,21.09002453666864,21.09002453666864,positive
188,civilian,1,15.44640636957106,15.44640636957106,positive
189,history,1,27.35351072029848,27.35351072029848,positive
190,yet,1,26.143393003157588,26.143393003157588,positive
191,change,1,22.28092708479361,22.28092708479361,positive
192,un_chief,0,15.990020859801984,0.0,neutral
193,enough,1,17.71235304413925,17.71235304413925,positive
194,care,0,15.80871053725414,0.0,neutral
195,france,1,25.858793283799407,25.858793283799407,positive
196,defend,1,21.720598873415565,21.720598873415565,positive
197,para,-1,13.25271583008772,-13.25271583008772,negative
198,leader,1,22.30451584438665,22.30451584438665,positive
199,die,1,22.782898168792467,22.782898168792467,positive
200,every,1,24.23824688183189,24.23824688183189,positive
201,anyone,1,24.462086465723356,24.462086465723356,positive
202,hold,1,19.95985953793368,19.95985953793368,positive
203,supply,1,26.5896738499569,26.5896738499569,positive
204,great,1,27.3394095059044,27.3394095059044,positive
205,troop,1,21.51235138102348,21.51235138102348,positive
206,guy,1,27.078115003197,27.078115003197,positive
207,two,1,25.85089203640207,25.85089203640207,positive
208,true,1,28.682589780933405,28.682589780933405,positive
209,citizen,1,27.361928841417967,27.361928841417967,positive
210,unite_state,1,19.831149708188693,19.831149708188693,positive
211,soldier,1,24.61317165710936,24.61317165710936,positive
212,please,1,16.299223276356987,16.299223276356987,positive
213,cause,1,27.07670910749751,27.07670910749751,positive
214,threaten,1,24.18623717114568,24.18623717114568,positive
215,economy,1,21.36667565667081,21.36667565667081,positive
216,hear,1,27.3863871774339,27.3863871774339,positive
217,nuke,-1,20.64650428860017,-20.64650428860017,negative
218,hate,1,19.878816756531453,19.878816756531453,positive
219,turn,-1,17.4261912938856,-17.4261912938856,negative
220,crime,1,25.29379568607405,25.29379568607405,positive
221,non,1,14.796507307424418,14.796507307424418,positive
222,kyiv,1,26.19197970285147,26.19197970285147,positive
223,side,1,16.141992185281175,16.141992185281175,positive
224,southern_ukraine,-1,17.20005780084222,-17.20005780084222,negative
225,crimea,1,25.03000949867408,25.03000949867408,positive
226,something,1,16.71904820074877,16.71904820074877,positive
227,lol,1,23.785111888184684,23.785111888184684,positive
228,man,1,23.457188090150336,23.457188090150336,positive
229,break,1,19.50491191457512,19.50491191457512,positive
230,nuclear,1,25.20276155084678,25.20276155084678,positive
231,hand,1,16.21979048294529,16.21979048294529,positive
232,real,1,26.9828751433594,26.9828751433594,positive
233,fund,1,27.12883769983341,27.12883769983341,positive
234,ahora_putin,1,10.600171012248158,10.600171012248158,positive
235,ucrania_ukraine,1,11.059633695287191,11.059633695287191,positive
236,lead,1,28.17408260107869,28.17408260107869,positive
237,israel,1,24.70806971206216,24.70806971206216,positive
238,anti,1,25.5773000000334,25.5773000000334,positive
239,save,1,26.199414695709475,26.199414695709475,positive
240,build,1,18.821503920306206,18.821503920306206,positive
241,german,1,25.925360318059116,25.925360318059116,positive
242,le,1,16.93902702947541,16.93902702947541,positive
243,ever,1,27.252760668252225,27.252760668252225,positive
244,visit,1,18.81230504518989,18.81230504518989,positive
245,business,1,27.23354483238133,27.23354483238133,positive
246,ww,1,25.328229264465225,25.328229264465225,positive
247,far,1,16.774925347408,16.774925347408,positive
248,next,1,16.333338087708817,16.333338087708817,positive
249,base,1,28.72777482411045,28.72777482411045,positive
250,million,1,23.52489920156095,23.52489920156095,positive
251,find,1,25.111531519837275,25.111531519837275,positive
252,bomb,1,27.541437745886416,27.541437745886416,positive
253,wonder,1,24.48225270639409,24.48225270639409,positive
254,city,1,20.372293839730904,20.372293839730904,positive
255,ucr_nia,-1,14.157739539536678,-14.157739539536678,negative
256,sell,1,16.55733320903925,16.55733320903925,positive
257,missile,1,23.029095002170084,23.029095002170084,positive
258,instead,1,25.50300392683417,25.50300392683417,positive
259,push,1,26.686183523851938,26.686183523851938,positive
260,tank,1,21.37247173825453,21.37247173825453,positive
261,di,-1,13.708854925253458,-13.708854925253458,negative
262,matter,1,18.185852358547333,18.185852358547333,positive
263,might,1,23.018895738849466,23.018895738849466,positive
264,uk,1,26.348569595738343,26.348569595738343,positive
265,territory,1,26.26998741555916,26.26998741555916,positive
266,target,1,25.01509372690749,25.01509372690749,positive
267,ru,1,20.24944632933036,20.24944632933036,positive
268,canada,1,19.06709851339045,19.06709851339045,positive
269,full,1,26.85627460500188,26.85627460500188,positive
270,around,1,15.307488372158076,15.307488372158076,positive
271,watch,1,20.267766290718644,20.267766290718644,positive
272,everyone,1,22.691418354755395,22.691418354755395,positive
273,evil,1,22.52972255620377,22.52972255620377,positive
274,whole,1,23.90359299163185,23.90359299163185,positive
275,speak,1,20.47475476836997,20.47475476836997,positive
276,place,1,15.34181265983379,15.34181265983379,positive
277,buy,1,21.738819493338195,21.738819493338195,positive
278,probably,1,18.63701983201141,18.63701983201141,positive
279,vote,1,16.216500707919767,16.216500707919767,positive
280,fail,1,17.754283711709125,17.754283711709125,positive
281,either,1,26.25656634900984,26.25656634900984,positive
282,death,1,21.222421888139127,21.222421888139127,positive
283,post,1,26.082023510590957,26.082023510590957,positive
284,least,1,26.784757886516637,26.784757886516637,positive
285,guess,1,23.246128984194577,23.246128984194577,positive
286,child,1,18.81116867110011,18.81116867110011,positive
287,wrong,1,26.834440381909403,26.834440381909403,positive
288,region,1,21.079494099570137,21.079494099570137,positive
289,week,-1,13.936509320313398,-13.936509320313398,negative
290,act,1,19.567382155659697,19.567382155659697,positive
291,little,1,21.066732816960425,21.066732816960425,positive
292,ally,1,19.892210617377888,19.892210617377888,positive
293,include,1,27.81257275560761,27.81257275560761,positive
294,action,1,27.896242121266333,27.896242121266333,positive
295,provide,1,27.26219767074931,27.26219767074931,positive
296,month,1,18.660349557334165,18.660349557334165,positive
297,join,1,19.081007900434248,19.081007900434248,positive
298,remember,1,20.549527663881083,20.549527663881083,positive
299,april,-1,21.22500713246557,-21.22500713246557,negative
300,video,1,24.627264327122536,24.627264327122536,positive
301,worry,1,21.038349665678776,21.038349665678776,positive
302,create,1,24.26730681729649,24.26730681729649,positive
303,el,-1,11.514754548899358,-11.514754548899358,negative
304,follow,1,17.669320633908658,17.669320633908658,positive
305,best,1,21.640327094516508,21.640327094516508,positive
306,deal,1,23.24797722612801,23.24797722612801,positive
307,yeah,1,17.549550820502116,17.549550820502116,positive
308,zelenskyy,1,24.69138370283716,24.69138370283716,positive
309,look_like,1,27.09291322348651,27.09291322348651,positive
310,word,1,18.271969329666955,18.271969329666955,positive
311,question,1,23.66117157558805,23.66117157558805,positive
312,bring,1,26.15650808218998,26.15650808218998,positive
313,cut,1,20.456217522143923,20.456217522143923,positive
314,wait,1,24.76439282027981,24.76439282027981,positive
315,poland,1,20.88148066225408,20.88148066225408,positive
316,free,1,16.09358170816464,16.09358170816464,positive
317,em,-1,14.545671875232014,-14.545671875232014,negative
318,family,1,18.93722422618273,18.93722422618273,positive
319,consider,1,24.36930134660904,24.36930134660904,positive
320,trade,1,27.78343052611896,27.78343052611896,positive
321,oh,1,26.381969092887736,26.381969092887736,positive
322,security,-1,20.10708830471249,-20.10708830471249,negative
323,occupy,1,20.919764239926604,20.919764239926604,positive
324,truth,1,23.817734055115448,23.817734055115448,positive
325,shit,1,23.61618810060122,23.61618810060122,positive
326,surrender,1,26.556209569822823,26.556209569822823,positive
327,future,1,28.23926756960092,28.23926756960092,positive
328,situation,1,26.76968610645653,26.76968610645653,positive
329,pro,1,18.300581507978613,18.300581507978613,positive
330,warn,-1,16.340898408786884,-16.340898408786884,negative
331,others,0,19.125971532076388,0.0,neutral
332,ussr,1,25.193581981233457,25.193581981233457,positive
333,east,1,27.981366725915315,27.981366725915315,positive
334,etc,1,21.57121543869705,21.57121543869705,positive
335,fear,1,16.181289126006483,16.181289126006483,positive
336,order,1,21.396372755139208,21.396372755139208,positive
337,stupid,1,24.24502686828461,24.24502686828461,positive
338,though,1,16.94099523574188,16.94099523574188,positive
339,fall,1,27.34990576825141,27.34990576825141,positive
340,statement,-1,26.309742244085903,-26.309742244085903,negative
341,soon,1,27.0210078147172,27.0210078147172,positive
342,head,1,26.945614217460715,26.945614217460715,positive
343,demand,1,21.353507212956536,21.353507212956536,positive
344,write,1,20.21791633014551,20.21791633014551,positive
345,expect,1,23.855625886915185,23.855625886915185,positive
346,election,1,22.664535208162373,22.664535208162373,positive
347,enemy,1,22.11924492040824,22.11924492040824,positive
348,hitler,1,18.244152805156457,18.244152805156457,positive
349,por,-1,13.681190680934922,-13.681190680934922,negative
350,general,0,16.87597423013981,0.0,neutral
351,exactly,1,22.911484058575407,22.911484058575407,positive
352,vladimir_putin,1,17.5932972348649,17.5932972348649,positive
353,party,1,27.20049448172716,27.20049448172716,positive
354,protect,1,28.387651355135134,28.387651355135134,positive
355,entire,1,18.076436863958463,18.076436863958463,positive
356,ok,1,25.877583100962102,25.877583100962102,positive
357,company,-1,16.639424730031017,-16.639424730031017,negative
358,soviet_union,1,24.50445052236182,24.50445052236182,positive
359,um,-1,15.585045748959942,-15.585045748959942,negative
360,soviet,1,19.94292266871932,19.94292266871932,positive
361,name,1,24.13860319522149,24.13860319522149,positive
362,murder,1,24.606216681979543,24.606216681979543,positive
363,remain,1,26.11054076013405,26.11054076013405,positive
364,position,0,16.560580470328777,0.0,neutral
365,twitter,1,25.678770808333127,25.678770808333127,positive
366,international,1,22.273945068492253,22.273945068492253,positive
367,system,1,23.019480882535408,23.019480882535408,positive
368,different,1,24.53542082689976,24.53542082689976,positive
369,god,1,26.684011830115487,26.684011830115487,positive
370,feel,1,23.520144404029686,23.520144404029686,positive
371,standwithukraine,1,21.88778751890211,21.88778751890211,positive
372,possible,1,26.820898946354124,26.820898946354124,positive
373,issue,1,17.517117050564632,17.517117050564632,positive
374,case,1,23.87462284306817,23.87462284306817,positive
375,respect,1,27.03813685444028,27.03813685444028,positive
376,clear,1,24.56224428834544,24.56224428834544,positive
377,imagine,1,23.280418012344448,23.280418012344448,positive
378,trust,1,25.849303504178888,25.849303504178888,positive
379,important,1,16.733178665981217,16.733178665981217,positive
380,likely,1,23.89923721226103,23.89923721226103,positive
381,shoot,1,24.28746188999264,24.28746188999264,positive
382,price,1,15.894979164068898,15.894979164068898,positive
383,concern,1,24.34912166253601,24.34912166253601,positive
384,russiaukrainewar,1,25.19147422285887,25.19147422285887,positive
385,rule,1,25.06030016379087,25.06030016379087,positive
386,set,1,25.76732240153855,25.76732240153855,positive
387,suffer,1,25.790074043244697,25.790074043244697,positive
388,defense,1,26.776851706929666,26.776851706929666,positive
389,home,1,26.30697267616814,26.30697267616814,positive
390,crisis,1,25.516748498390843,25.516748498390843,positive
391,belarus,1,26.29474414181495,26.29474414181495,positive
392,due,1,20.335010320862057,20.335010320862057,positive
393,regime,1,15.927978661234738,15.927978661234738,positive
394,forget,1,19.72252755286779,19.72252755286779,positive
395,share,1,26.29586463706028,26.29586463706028,positive
396,da_ssia,-1,16.613978670114687,-16.613978670114687,negative
397,next_week,-1,14.302038788920212,-14.302038788920212,negative
398,south,1,19.927253968978096,19.927253968978096,positive
399,kind,1,27.185440205248216,27.185440205248216,positive
400,foreign,-1,17.267940652362903,-17.267940652362903,negative
401,admit,1,24.2020145359977,24.2020145359977,positive
402,accord,1,28.475292543401405,28.475292543401405,positive
403,kiev,-1,15.191525213740382,-15.191525213740382,negative
404,decide,1,24.59307261631521,24.59307261631521,positive
405,covid,1,15.540399754778244,15.540399754778244,positive
406,transnistria,1,17.383968904196173,17.383968904196173,positive
407,black_sea,1,20.763711260536496,20.763711260536496,positive
408,play,1,26.796282788559,26.796282788559,positive
409,result,1,21.255183276936425,21.255183276936425,positive
410,official,1,23.163394820127262,23.163394820127262,positive
411,hit,1,26.71830022772032,26.71830022772032,positive
412,wake,1,24.54329889320301,24.54329889320301,positive
413,reality,1,20.85156205481093,20.85156205481093,positive
414,idea,1,25.11818804848968,25.11818804848968,positive
415,tweet,1,19.313352050541265,19.313352050541265,positive
416,billion,1,18.2293921861858,18.2293921861858,positive
417,syria,-1,17.802437601071123,-17.802437601071123,negative
418,away,1,15.84074449812615,15.84074449812615,positive
419,area,1,25.29643419705332,25.29643419705332,positive
420,risk,1,27.92927392600519,27.92927392600519,positive
421,oligarch,1,25.7643380221967,25.7643380221967,positive
422,guerra,-1,16.36039374656702,-16.36039374656702,negative
423,v,1,22.49754206069005,22.49754206069005,positive
424,operation,1,17.98478492270367,17.98478492270367,positive
425,afghanistan,1,27.46768533369165,27.46768533369165,positive
426,open,1,14.864886375937571,14.864886375937571,positive
427,global,1,29.20114902012841,29.20114902012841,positive
428,eye_country,0,20.613624129358666,0.0,neutral
429,course,1,26.902012057042505,26.902012057042505,positive
430,accuse,1,16.95222058155994,16.95222058155994,positive
431,energy,1,25.02138123964569,25.02138123964569,positive
432,term,1,16.372588152597093,16.372588152597093,positive
433,est,-1,14.41012575380201,-14.41012575380201,negative
434,refuse,1,23.68195895166623,23.68195895166623,positive
435,en,-1,14.19497436530446,-14.19497436530446,negative
436,sign,-1,25.931143069337253,-25.931143069337253,negative
437,number,1,23.02760877832157,23.02760877832157,positive
438,unless,1,15.545656878379532,15.545656878379532,positive
439,kremlin,1,28.596495691589205,28.596495691589205,positive
440,someone,0,21.13094961434411,0.0,neutral
441,gt,1,13.528637778256131,13.528637778256131,positive
442,explain,1,17.393449584680166,17.393449584680166,positive
443,choose,1,19.472612785498438,19.472612785498438,positive
444,criminal,1,27.563724134566197,27.563724134566197,positive
445,listen,1,25.894706699742947,25.894706699742947,positive
446,politics,1,25.73368417028862,25.73368417028862,positive
447,che,-1,13.850514742164371,-13.850514742164371,negative
448,literally,1,23.421251119924417,23.421251119924417,positive
449,ship,1,20.40181400096293,20.40181400096293,positive
450,aggression,1,24.714690257789314,24.714690257789314,positive
451,last,1,16.493259261043757,16.493259261043757,positive
452,communist,1,23.726364024617645,23.726364024617645,positive
453,republican,1,27.180175849104454,27.180175849104454,positive
454,inside,1,27.169842997747693,27.169842997747693,positive
455,goal,1,26.38526879092138,26.38526879092138,positive
456,go_back,1,25.27695967237773,25.27695967237773,positive
457,blow,0,18.973367244172568,0.0,neutral
458,pull,1,28.754221974058847,28.754221974058847,positive
459,rather,1,26.469007125312483,26.469007125312483,positive
460,increase,1,19.93707079925131,19.93707079925131,positive
461,boris_johnson,-1,17.63720569316093,-17.63720569316093,negative
462,political,1,25.15959007807398,25.15959007807398,positive
463,invade_country,1,27.72133745363328,27.72133745363328,positive
464,tie,1,16.896400482725838,16.896400482725838,positive
465,uma,-1,17.680984317112998,-17.680984317112998,negative
466,ukrainerussianwar,1,29.54590304632797,29.54590304632797,positive
467,economic,-1,24.76370678731988,-24.76370678731988,negative
468,per,-1,20.924347636387957,-20.924347636387957,negative
469,corrupt,1,24.320796519087253,24.320796519087253,positive
470,tv,1,29.03036976023779,29.03036976023779,positive
471,como,-1,11.317799794102658,-11.317799794102658,negative
472,drive,1,28.099167450029924,28.099167450029924,positive
473,staffer,1,28.4527263821902,28.4527263821902,positive
474,national,1,22.125623136800154,22.125623136800154,positive
475,fascist,1,22.25726916784868,22.25726916784868,positive
476,person,1,23.059653794205666,23.059653794205666,positive
477,game,-1,14.747482603728372,-14.747482603728372,negative
478,old,1,19.313964505442986,19.313964505442986,positive
479,european,1,26.013025539890016,26.013025539890016,positive
480,able,1,27.874420929995,27.874420929995,positive
481,law,1,23.76436687867416,23.76436687867416,positive
482,however,1,26.001309406753904,26.001309406753904,positive
483,despite,1,24.561251475679565,24.561251475679565,positive
484,outside,1,27.91532519021548,27.91532519021548,positive
485,e,-1,13.783836057767813,-13.783836057767813,negative
486,stay,1,27.44986705440903,27.44986705440903,positive
487,politician,1,18.038859240608417,18.038859240608417,positive
488,view,1,23.795090261342757,23.795090261342757,positive
489,chinese,1,27.53191131529324,27.53191131529324,positive
490,il,-1,13.938135757356982,-13.938135757356982,negative
491,pakistan,1,26.08628345536988,26.08628345536988,positive
492,bank,-1,16.955924411320417,-16.955924411320417,negative
493,top,1,19.50697319809917,19.50697319809917,positive
494,join_nato,1,23.78161166799708,23.78161166799708,positive
495,focus,1,29.257695121153112,29.257695121153112,positive
496,current,1,26.801026016039103,26.801026016039103,positive
497,policy,1,26.56298558529936,26.56298558529936,positive
498,huge,1,17.678599970260954,17.678599970260954,positive
499,ukrainerussiawar,1,27.710383840078578,27.710383840078578,positive
500,woman,-1,15.430070706260508,-15.430070706260508,negative
501,member,1,26.84288516660252,26.84288516660252,positive
502,latest,1,21.18676288919479,21.18676288919479,positive
503,taiwan,1,20.552624253931857,20.552624253931857,positive
504,trap,1,14.16129865868344,14.16129865868344,positive
505,sink,1,16.911065964077874,16.911065964077874,positive
506,clearly,1,24.738773442480134,24.738773442480134,positive
507,exist,1,17.92017921308867,17.92017921308867,positive
508,hell,1,20.28861725303492,20.28861725303492,positive
509,sell_weapon,1,14.20905603854627,14.20905603854627,positive
510,grind,1,28.42641964624122,28.42641964624122,positive
511,longer,-1,17.1426451178735,-17.1426451178735,negative
512,within,1,25.486697770998045,25.486697770998045,positive
513,completely,1,21.49567562757333,21.49567562757333,positive
514,eastern,1,21.86031725235673,21.86031725235673,positive
515,rt,-1,24.09096219129025,-24.09096219129025,negative
516,hard,1,27.077938438519897,27.077938438519897,positive
517,cannot,1,18.348372099258885,18.348372099258885,positive
518,strong,1,19.789660860860256,19.789660860860256,positive
519,full_control,-1,14.617718372408063,-14.617718372408063,negative
520,step,1,23.58964682005,23.58964682005,positive
521,aid,1,16.885241744428296,16.885241744428296,positive
522,doubt,1,22.030379903738268,22.030379903738268,positive
523,strike,1,28.18812973556255,28.18812973556255,positive
524,dead,1,27.55037871609524,27.55037871609524,positive
525,destruction,1,25.168141209203547,25.168141209203547,positive
526,block,-1,16.160869240725315,-16.160869240725315,negative
527,market,1,25.008566661402583,25.008566661402583,positive
528,shame,1,25.266435171218216,25.266435171218216,positive
529,turkey,1,25.84709301876186,25.84709301876186,positive
530,evidence,-1,19.750012634454706,-19.750012634454706,negative
531,corruption,1,28.513617138998647,28.513617138998647,positive
532,throw,1,26.60346763296196,26.60346763296196,positive
533,decade,1,22.984765404292038,22.984765404292038,positive
534,sad,1,15.254782257142756,15.254782257142756,positive
535,earth,1,20.84312674393825,20.84312674393825,positive
