,username,hashtags,clean_tweet,day,month,sentiment_val,sentiment
6078,samizdat24,,lol lose russia say,23,4,1,positive
6079,mn00586,,urdu,23,4,0,neutral
6080,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine el canciller ucraniano dmytro kuleba agradeci guatemala antigua barbuda por iniciar la exclusi de rusia de la organizaci de la organizaci de estados americanos,23,4,-1,negative
6081,bigdaddyshane46,,zelensky know russia plan deny russia go invade february great beg money weapon need work lie,23,4,1,positive
6082,it5a_mad_world,warinukraine,warinukraine ukraine russia ukraine fire documentary russian aggression american interference,23,4,1,positive
6083,rosshemara,,"reuters berlin april nato must avoid direct military confrontation russia could lead third world war german chancellor olaf scholz failure deliver heavy weapon ukraine "" go help get run tail leg """,23,4,1,positive
6084,redpill79710803,,bizarre logic likely russian bot clearly russia invade ukraine way justify ukraine invade russia would agree ukraine invade russia,23,4,1,positive
6085,georgysthomas,,correct eu advisory say russian mechanism would break sanction rule ask member country check russia payment euro would complete transaction please check bloomberg story,23,4,1,positive
6086,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine seg la inteligencia ucraniana en la regi rusa de belgorod se est realizando muestreos de sangre masivos para la necesidades del ej rcito ruso dijo un portavoz del ministerio de defensa,23,4,-1,negative
6087,seankinneyrcr,,always succinct commentary russia could turn fail technology museum without outside support,23,4,1,positive
6088,hilzoy,,alpers case germany let time proceed past help russia,23,4,1,positive
6089,davobob,,bear turkey roman descent soldier roman army patron saint russia hopefully influence putin passive way,23,4,1,positive
6090,celhai100euro,,iacoboni se non ce ne frega niente quando gli ucraini bombardano il donbas perch ci dovrebbe interessare se donbas russia bombardano ucraina inoltre la russia gli usa unica soluzione guerra nucleare buonanotte,23,4,0,neutral
6091,vpnvajracharya,,russia meanwhile,23,4,1,positive
6092,alaturkanews,,russia attack another hospital ukraine,23,4,1,positive
6093,trickleup14,,"look around world see disaster "" dictator "" produce gop want listen fall angel word devil dig move russia china north korea stop drag america "" right vote "" foundation",23,4,1,positive
6094,cynthiasl1216,,move back russia comrade,23,4,1,positive
6095,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine gazprom puede perder hasta un tercio del mercado en europa,23,4,0,neutral
6096,ghidorah64,,russia lie everything,23,4,1,positive
6097,gyrfalc63587709,,nazi try stop genocide russia nazi try kill home state go beyond mickey mouse view world,23,4,1,positive
6098,willycuz,,suppose chechen fight ukraine tell russia apparently promise section ukraine win confirm base faceless account interest imo,23,4,1,positive
6099,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine el director general del organismo internacional de energ mica visitar la pr xima semana la central nuclear de chernobyl un equipo de expertos llegar con la central nuclear de chern bil,23,4,0,neutral
6100,heartsmaker1,,russia ukraine war un come forward peace ukraine antonio guterres meet putin first zelensky,23,4,1,positive
6101,nighthawkins,,stop crypto currency mine drive slower adjust boiler eu ridiculous advice counter russia save energy download,23,4,1,positive
6102,forocean,,journal kreuz one blame russia russia start war,23,4,1,positive
6103,didyouknowwp,didyouknow,didyouknow baratal limestone russia may one oldest atoll world,23,4,1,positive
6104,earthpassenger0,clownworld,u canada focus country around world russia china give damn win fight battalion russian armada tank limitless oil north american solar power rechargeable bois clownworld,23,4,1,positive
6105,worldfin_news,,check article goldman sachs get russia,23,4,1,positive
6106,imokyoureokok,,jenner personally prefer chinese system russia recent joint russia china statement seem relatively good blueprint international relation,23,4,1,positive
6107,timinhonolulu,,true germany would stronger military take strident stand agressive war genocide scholz try preserve russia german market leg eu member le stomach russia crime humanity,23,4,1,positive
6108,tanitofesta,ahora    putin    russia    ucrania    ukraine,"ahora putin russia ucrania ukraine wendy sherman subsecretaria de estado de los estados unidos "" lo que buscamos e el fracaso estrat gico de putin el kremlin creo que esto ya est sucediendo pase lo que pase ucrania sobrevivir",23,4,-1,negative
6109,wfoster10,,"gas station news use putin "" first come first own "" logic canada own russia ukraine putin liar",23,4,1,positive
6110,brianmcarsales,,druhak russian channel around march nd call evacuation course time russian open corridor russia corridor ukrainian side mine fire upon,23,4,1,positive
6111,jennaaaa92,,think mostly gift think ukraine force russia capitulate goal join nato sort everything,23,4,1,positive
6112,aprilsparkles1,,since begin russia full scale war ukraine april office unite nation high commissioner human right record death amp injury civilian ukraine conservative estimate real number likely higher ohchr,23,4,1,positive
6113,ratv_t_4zru,usa    usarmy    biden    nato    ukrainerussiawar    russiaukrainewar,thousand weapon heavy equipment vehicle million cash dollar send ukraine end war effort fight russia end up dpr amp lpr troop thank santa clause usa usarmy biden nato ukrainerussiawar russiaukrainewar,23,4,1,positive
6114,tanitofesta,ahora    putin    russia    ucrania    ukraine,"ahora putin russia ucrania ukraine primera ministra lituana ingrida imonyt "" la verdadera cara del mundo ruso son la fosas comunes los sue de los ni destrozados la casas baleadas la ruinas en ucrania ahora hay una lucha entre el bien el mal """,23,4,-1,negative
6115,feistnc,,com putin popularity u potus ever get russia well run beautiful happy country many time russia kind ukraine civilian hand food aid restore pension fix water road ukraine never,23,4,1,positive
6116,15fruitsrouges,,sunflower mapper russia never win war welcome,23,4,1,positive
6117,theansweryes,standwithukraine,putin stay home stand standwithukraine,23,4,1,positive
6118,theansweryes,standwithukraine,putin criminal support stand standwithukraine,23,4,1,positive
6119,theansweryes,standwithukraine,putin cancer world need overthrow asap stand standwithukraine,23,4,1,positive
6120,leguifausto,,although find map block latin america africa asia russia nato take beat battlefield ukraine miserable defeat neo nazi heh,23,4,1,positive
6121,secoffense_,,russia realize germany give ussr lend lease support,23,4,1,positive
6122,tanitofesta,ahora    putin    russia    ucrania    ukraine,"ahora putin russia ucrania ukraine secretario de estado de estados unidos anthony blinken "" ucrania necesita desesperadamente armas municiones modernas para defenderse en esta nueva fase mortal del conflicto necesita estas armas municiones ahora lo ante posible """,23,4,0,neutral
6123,jg63603008,,reeg world putin want russia restore largest territory hold include east germany,23,4,1,positive
6124,dorraemon_,,hei klo russia gunakan nuklir di ukraina dan barat balas maka dunia akan perang nuklir atau amargedon dunia akan kembali ke zaman batu dan hidup akan kembali mulai dari nol itupun klo masih ada kehidupan,23,4,0,neutral
6125,lusiamania,,ostapchuk putin dream conquere former soviet cccp republic make slave russia,23,4,1,positive
6126,f_olive3,,vou assinar leftflix pq ela boicotou ssia,23,4,-1,negative
6127,chrisbh18,,long u take military action ukraine still say russia declare terrorist state organisation amp anyone anyway connect russia affiliate supporter would put le pen france election,23,4,1,positive
6128,ne0synth,,real mental gymnastics justify people say accept jew neighbor lmao russia shill virtue signal azov ignore antisemitism come country like,23,4,1,positive
6129,eire210568,,focus inflation supply chain issue discussion around economic well recession much speak press issue war russia wag ukraine inflation take year level,23,4,1,positive
6130,tanitofesta,ahora    putin    russia    ucrania    ukraine,"ahora putin russia ucrania ukraine emmanuel macron "" seguimos suministrando ucrania una cantidad significativa de equipos incluidas varios tipos de armamento creo que debemos seguir por este camino pero hay una nea roja que e ir la guerra """,23,4,0,neutral
6131,nsense2021,,lol must mistake free medium russia state tv propaganda,23,4,1,positive
6132,1earthmedia,,french military say video russian mercenary russia wagner group bury body near army base northern mali france say part smear campaign france hand gossi base malian force earlier week,23,4,1,positive
6133,serious_poster,,sound like crazy conspiracy theory make cover fact even china believe nonsense putin spout lol like unable consider reality want associate russia bloodthirsty irredentist war,23,4,1,positive
6134,news473,,come next zelensky warn russia reveal new plan point world news,23,4,1,positive
6135,voluuu,,certainly sense disgust russia,23,4,1,positive
6136,ssilvom,,russia sabidamente tem mais de mil ogivas nucleares pouquissimos pa tem tecnologia para icbm para contar dedos da lula,23,4,-1,negative
6137,littlebytesnews,,"rt zelensky territory russia protect right russian speaker russia country "" freedom speech freedom choice right dissent poverty thrive human life worthless zelensky say russi",23,4,1,positive
6138,sasshapetrova,,disagree leader peacetime ample amnesty international report russia,23,4,1,positive
6139,tanitofesta,ahora    putin    russia    ucrania    ukraine,"ahora putin russia ucrania ukraine canciller de alemania olaf scholz "" rusia est en una situaci muy dif cil la sanciones est causando graf da la econom rusa "" "" una paz fr que est consagrada en el acuerdo liberar rusia de la sanciones """,23,4,0,neutral
6140,nonobodyanyone,florida    desantisdestroysflorida,desantis deputin try turn florida russia guise make people believe freest state country sign restrictive bill florida desantisdestroysflorida,23,4,1,positive
6141,mullicamichelle,,russia use tan ball idea like air,23,4,1,positive
6142,etravelalerts,russia    ukraine    moldova,"russia plan seize ukraine south open route moldova trans dniester region part "" second phase "" military operation",23,4,1,positive
6143,abnewswire,newscurrentaffairs    technology    us    world,russia ukraine conflict create cybersecurity concern american business newscurrentaffairs technology u world,23,4,1,positive
6144,jclarke82771038,,right go happen likely zelenskyy hold victory parade ukraine go russia hold another,23,4,1,positive
6145,blunttherapist,,rover fla hey another question nati threat putin directly attack nato country also two decade worry putin rhetoric fine country join nato include even possibly russia,23,4,1,positive
6146,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine putin acord reunirse con el secretario general de la onu dice la bbc con referencia al portavoz del kremlin peskov la reuni podr tener lugar el de abril,23,4,0,neutral
6147,mindfulnesspoet,,tv see special operation go better better soon extra ration everyone russia remain genius military strategist,23,4,1,positive
6148,0123cathy,,staffer putin actually parkinson cancer point someone russia power force resign,23,4,1,positive
6149,uawire,ukraine    ukraine    russiainvadedukraine    russia,ukrainian presidential advisor oleksiy arestovich say ukraine artillery destroy russian command post kherson region russian military officer allegedly kill ukraine russiainvadedukraine russia,23,4,1,positive
6150,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine europa congel activos rusos por mil millones de euro inform la comisi europea,23,4,0,neutral
6151,funkcosity,,actually one misunderstand point russia commit war crime ukraine point country wrong location stupid none amp country ukraine,23,4,1,positive
6152,spiritual_mind1,,right assault russia buy arm get money assembly military support nato take army ukrainian command attack russia fight justice fight people fight country pride give cover support,23,4,1,positive
6153,ehudkaldor,,russian force make ukrainian civilian smile camera say much like russia gun poi oops sorry wrong picture governor florida fool around,23,4,1,positive
6154,orthodoxe,,legacy marandi nato pentagon think could ukraine operation sink isolate russia rest earth exact opposite happen russia become christian leader resistance throughout asia afrika even karibbean haiti mar baz amrika,23,4,1,positive
6155,wwferguson2,,think american grossly underestimate long russia able hold important territory even weapon ua full fledge air force clean regain territory ukraine get one one anytime soon,23,4,1,positive
6156,ken00399154,,two oil grch family member find dead fdr putin purge federal police service russia get two anonymous phone call find body home,23,4,1,positive
6157,ds33321,,staffer think share rocket russia test week,23,4,1,positive
6158,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine stugna ucraniano destruy equipo militar ruso,23,4,0,neutral
6159,willmaby8,,wild better win cup year become russian eichel least go back russia work,23,4,1,positive
6160,godzillaslays65,,ukraine war russia replace ukrainian medium bbc news,23,4,1,positive
6161,friendlyweyoun,,"even remember particular fact russia china "" multipolarity "" interpret another desperate attempt tie movement something bigger pose intellectual",23,4,1,positive
6162,amitsharmalie,,russia acknowledge casualty first time since guide missile cruiser sink,23,4,1,positive
6163,uncledopey,russia,dumb arse russian president putin dole tweet gold russia,23,4,1,positive
6164,kiraltelvanni,,image description arcane ley line connect north america russia absorb latent siberian magiks,23,4,0,neutral
6165,maxkatre,,could course change provider however supply limit would require lng country able handle cost would probable triple environemental impact would tremendous russia spot power gas reason,23,4,1,positive
6166,indiaaheadnews,russia    moskva    russiaukrainewar,russia say one serviceman kill others leave miss fire board warship moskva sink week ago follow ukrainian boast missile attack russiaukrainewar read,23,4,1,positive
6167,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine un ciudadano de lviv film la llegada de tres misiles rusos consecutivos una instalaci durante el de abril,23,4,0,neutral
6168,marconi90290,,saher change subject address freeze versus theft make mention service debt ukraine major exporter wheat russia invasion ukraine make impossible fail mention affect ukraine ability service debt,23,4,1,positive
6169,080duke,,complain destruction blame everything russian force forget fact war go ukrainian military battalion v pro russian civilian year without russia lot property destroy amp kill,23,4,1,positive
6170,happinesspatrol,ukraine     ukrainerussiawar    ukraineunderattack    ukraineinvasion    donbass    moldova    transnistria    mariupol    russia    russiainvadedukraine    vladimirputin    russianwarcrimes,russia plan seize donbas southern ukraine military official via ukraine ukrainerussiawar ukraineunderattack ukraineinvasion donbas moldova transnistria mariupol russia russiainvadedukraine vladimirputin russianwarcrimes,23,4,1,positive
6171,newzi00484428,,statue russia ukrofascists desecrate war hero memorial show desperation twist ideology cowardice,23,4,1,positive
6172,johnathamilton,,russia war west since west figure,23,4,1,positive
6173,crypto_coin888,russia    control    ukraine    along,russia seek full control southern ukraine along donbas general confirm,23,4,1,positive
6174,gassin123charts,usa    shale    oil    oil    economies    logistics    wages    feds    inflation    russia    nwo    ukraine    ev    trump    musk    desantis    hanson    nwo    schwab,usa boost shale oil rig lower oil price cheaper oil growth catalyst economy help lower good logistics wage cost help reduce feed inflation fear rate russia nwo ukraine war ev trump musk desantis hanson nwo schwab,23,4,1,positive
6175,jrb2485tc,,finger cross traitor country amp democracy hope judge forbid run office something trump cult far right extremist usa turn russia trump charge,23,4,1,positive
6176,fiamaoliveera,,ssia matando seus soldados mandando cara cavarem na floresta vermelha de chernobyl,23,4,-1,negative
6177,kathytphoto,,staffer hear news report say ukrainian take russia ten thousand purpose put jail force labor thank always angry,23,4,1,positive
6178,sasshapetrova,,case show evidence people actually disappear see still around even jail would happen russia invade country start war crime disappearance journalist,23,4,1,positive
6179,gaircynthia,,ukraine accuse russia dig mass graf civilian victim wall street journal uh would murder thousand civilian clean headline act via,23,4,1,positive
6180,lori4veritas,,want fight russia last ukrainian foot bill use cannon fodder will sacrifice ukrainian soldier civilian,23,4,1,positive
6181,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine mariupol,23,4,1,positive
6182,eden_fem,,actually everyone west expect russia occupy ukraine day russia gladly fail,23,4,1,positive
6183,brisjckjohn,,"communist china russia infiltrate activism pay activist spew "" green "" climate change communist china russia adhere plan go run tank solar wind take week charge tank maybe dumbfucks",23,4,1,positive
6184,the_infallible_,,treasury secretary janet yellen walk meet russia finance minister speak,23,4,1,positive
6185,tori__234,,video see monetize bc block russia kind unfair stuff get option edit part two get claim monetize ridiculous,23,4,1,positive
6186,samstrades,russia              biden,somewhere russia biden goof letter new lada model russia biden,23,4,1,positive
6187,jerrav1966,,russia visit russia see feel russian treat,23,4,1,positive
6188,jessegmb7,,think west respect russia geopolitical influence base cuban missile crisis russia concern plausible opinion,23,4,1,positive
6189,b001_steve,,"full pretend poland belarus frontline russia stone throw away neighbor attack see "" friend "" knee wobble first invade wwii russian commit genocide people think best interest",23,4,1,positive
6190,_z__,,un want peace itshould provide weapon ukraine need quickly defeat russia,23,4,1,positive
6191,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine en irpin tres soldados de rusia violaron una mujer su hija frente su hermana dijo la defensora del pueblo lyudmila denisova una joven de acudi una nea de ayuda psicol gica por esto,23,4,0,neutral
6192,margarethenzig,,special ukraine msnbc amp city russia attack like city america ukraine beautiful amp flourish today city ukraine rubble,23,4,1,positive
6193,aprilsparkles1,,since begin russia full scale war ukraine russian troop destroy thousand residential build zhytomyr region zhytomyr regional military administration,23,4,1,positive
6194,magpiemagenta,selfabsorbed    gross,honestly nausea joy behar cry able go vacation italy russia invade ukraine weakest link joy selfabsorbed gross,23,4,1,positive
6195,sumitbh57056111,,india position russia well know change bojo download toi app,23,4,1,positive
6196,bourbonpowered,,god russia fr walter ciszek,23,4,1,positive
6197,theresiak1,,pray putin russia simply must beat back,23,4,1,positive
6198,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine contin los enfrentamientos en el rea de azovstal,23,4,-1,negative
6199,slymagellen,,yes like russia hungary nd amendment right nunes hire trump start rt style propaganda medium empire truthsocial musk want twitter,23,4,1,positive
6200,akulmachlive,ceo    networking    business    russia    ukraine    youtube    facebook    linkedin    twitter    branding,"hello like cordially invite week ceo network forum know "" akulmach business bunker "" topic key learn business russia ukraine crisis youtube facebook linkedin twitter brand",23,4,1,positive
6201,alexand65504397,,realize strong actually alexey navalny become russia opposition leader,23,4,1,positive
6202,adam4indy,,bomb russia number time haiti,23,4,1,positive
6203,mass_blog_,,russia ukraine war catch week must read news analysis russia,23,4,1,positive
6204,julissadesigns,ukraine,listen recent episode podcast prayer people ukraine russia ukraine,23,4,1,positive
6205,danielnewman,,gurl need friend get hell ban minority first electric vehicle covid wwiii gay exxon makin enemy like russia,23,4,1,positive
6206,rerecasuto,,cosatu,23,4,0,neutral
6207,christempel5,,blame putin russia invader start versus deflect usa dare supply help outnumber country currently slaughter ukraine want surrender want preserve freedom angle selfish,23,4,1,positive
6208,john1jz,,marlow israel use establish border basis agreement un little offer peace russia except incorporation different offer israel case national right palestinian concede plus internal repression remain,23,4,1,positive
6209,jg63603008,stoprussia,yet nato country deliver heavy weapon russia attack country move join nato cower russia threat get corrupt nothing else explain behaviour stoprussia,23,4,1,positive
6210,alexand65504397,,way russia try prove live sanction,23,4,1,positive
6211,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine mapa de los ataques en ucrania al de abril,23,4,-1,negative
6212,sushinskiy,,denazify russia,23,4,1,positive
6213,cherrywxves,,staffer think hope become russia control authoritarian state happen vulnerable poc lgbtq woman disable people,23,4,1,positive
6214,ramin_melikov,,seem like make sense want join nato solely russia go ukraine russia go ukraine legit reason neither sweden finland give russia reason,23,4,1,positive
6215,sandrar1171,,hard time believe ukraine able hold russian army russia v ukraine military power comparison army weapon detail,23,4,1,positive
6216,tortic077,,"unite nation accuse russia take action ukraine "" may amount war crime "" include indiscriminate bomb kill civilian destroy school hospital",23,4,1,positive
6217,flashing_neon,,everyone fuse ukraine russia say own territory dixie,23,4,1,positive
6218,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine la armada rusa despleg un barco nico de de antiguedad para investigar el naufragio de moskva,23,4,0,neutral
6219,oszolomjeden,,say russia win year aware russia bankrupt th may economist drink uncle birthday party,23,4,1,positive
6220,jeff12111969,,oficial bom quem viajou ssia para babar ovos putin foi bozo ah tamb disse que por coincid ncia ou poderia ter sido respons vel por impedir uma guerra isso em meio uma da maiores crisis militares da atualidade agora fala se pra rir kkkk,23,4,-1,negative
6221,zolt51,,en russia look like stop troll,23,4,1,positive
6222,jorge57369070,,acho que russofobia tomou conta cabe despreparadas desinformadas ocidentais que mora perigo otan tem condi e de enfrentar ssia interessa armas secretas americana prot tipos servem pra nada,23,4,-1,negative
6223,maryxenophon,,get rid plastic bag bottle would better starve country gas oil usa highly regulate much clean venezuela russia use develop sufficient clean sustainable source biden lie buy dirty oil,23,4,1,positive
6224,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine un momento de paz en plenum guerra un soldado ucraniano acaricia un gatito,23,4,0,neutral
6225,kazimier1975,,macdonald bring pain foocking homeland russia,23,4,1,positive
6226,indiafi27412672,,russia never behave like u india must never trust usa,23,4,1,positive
6227,chimnibai,,u intimidate dictate country condemn russia show courage tell russia directly stop war attack know russia open worm burn u credibility ash putin ex intelligence officer politician,23,4,1,positive
6228,jonatha10782939,,"like people fox news fox full war support neocon bring call "" expert "" try convince viewer china bad russia bad iran bad go act like u dosen bully country",23,4,1,positive
6229,ericnewtonnn,,leave obsess blame democratic decision disagree russia lose credibility especially conspiracy theory debunk discredit time time ffs go get hobby,23,4,1,positive
6230,sotherdendru,,matter fact find follow amp word idiot biden amp son investigate speak vp time work crook china russia others amp abortion circumstance yes,23,4,1,positive
6231,gomantakdainik,russiaukrainewar    india    china    russia    dainikgomantaknews,russia ukraine war russiaukrainewar india china russia dainikgomantaknews,23,4,1,positive
6232,stranahan,,sign receive free email russia ukraine include history news quiz,23,4,1,positive
6233,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine la delegaci ucraniana confirm la informaci sobre la conversaciones con la delegaci rusa seg david arahamiya miembro de la delegaci la ronda de conversaciones se llev cabo en nea durante el de abril,23,4,-1,negative
6234,maxkatre,,could however supply limit would require lng country able handle cost would probable triple environemental impact would tremendous russia spot power gas reason,23,4,1,positive
6235,tortic077,,full control donbas land corridor crimea control south ukraine order connect previously occupy ru transnistria announce plan current military activity russia,23,4,1,positive
6236,mtaylor90028,,japan say dispute island illegally occupy russia,23,4,1,positive
6237,pennype37671956,,putin horror russia plan troop torture rape execute ukrainian,23,4,1,positive
6238,debm133,,staffer murder suicide russian oligarch family business asset go back russia die,23,4,1,positive
6239,juhasaastamoin3,pm    russia    nato,nyt ei pid eik taistellaan siis pm russia nato,23,4,1,positive
6240,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine los rusos torturan civiles con electricidad en la ciudad de kajovka temporalmente ocupada inform la defensora del pueblo liudmila denisova subray que los cr menes son llevados cabo en una comisar,23,4,-1,negative
6241,nickrouth4,,part manage money know take risk sound like get lazy yoloing tsla opm collect fee blame china russia feed among others fail performance,23,4,1,positive
6242,_v_5_m_,,ssi ssi scherba fuck read post rule hardcore right winger corrupt one change fact still democracy rule law russia closer crime enterprise,23,4,1,positive
6243,mcnelliswilliam,smartnews,amsterdam trade bank part russia alfa bank declare bankrupt smartnews,23,4,1,positive
6244,godzillaslays65,,russia year old salvage ship deploy moskva wreck report,23,4,1,positive
6245,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine la guerra en ucrania puede durar hasta finale de el primer ministro del reino unido afirm que el kremlin podr retirarse por un fallo catastr fico por lo que los bombardeos en ciudades ucranianas continuar hasta,23,4,-1,negative
6246,ajib_jf,,wonder wether fight russia invasion ukraine movement follower also fight zionist oppressor terrorrist,23,4,1,positive
6247,craigthomler,,ally victory german soviet one britain u amp nation could fight germany without endorse commit scale atrocity amp punish many soldier commit russia clearly problem,23,4,1,positive
6248,timesnow,borisjohnsoninterview    converseindia,borisjohnsoninterview time network global exclusive british pm speak west uk mp lecture india democracy india stand russia bother west miss special episode converseindia pm,23,4,1,positive
6249,gerrjame,,russia shift elite unit mariupol new battleground ukraine cbc news,23,4,1,positive
6250,vikranthprasann,,wonder one person allow dictate term entire continent technologically advance stupidity even depend germany anymore former soviet state must form alliance go offensive russia side,23,4,1,positive
6251,georgetbay,,com russia take glorious world,23,4,1,positive
6252,trumpathon,,afternoon news russia ukraine war april latest hindi news news india,23,4,1,positive
6253,leguifausto,,actual although find map block latin america africa asia russia nato take beat battlefield ukraine miserable defeat neo nazi heh,23,4,1,positive
6254,romeotrufasu,,never happen russia pressure blackmail politician infuse pro kremlin party delegitimise eu romania last year vote pro eu president thing change current conflict accelerate inclusion eu,23,4,1,positive
6255,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine la onu calific la acciones de rusia en ucrania como cr menes de guerra,23,4,-1,negative
6256,sasshapetrova,,google name disappear show proof instance oksana marchenko actually disappear also pro russian people arrest russia invade ukraine russia make people disappear peacetime,23,4,1,positive
6257,katyamk26,japan    kurils    russia,statement come reveal morning japan first time year call kurils illegally occupy russia,23,4,1,positive
6258,rogerthat0ne,,probably bank war russia,23,4,1,positive
6259,dbuck320,,pic lowlife scumbag seditious conspiracist must pay sin democracy putin shithole russia may god mercy treasonous soul,23,4,1,positive
6260,culawtakers,,harley russia eu russian osce ru rf america steal citizen rd world country point,23,4,1,positive
6261,rerecasuto,,osce russia rf,23,4,1,positive
6262,jer006,,certainly tougher trump putin lap dog withhold fund ukraine time fight russia east biden send arm support russia without ask political favor return u support,23,4,1,positive
6263,tanitofesta,ahora    putin    russia    ucrania    ukraine,"ahora putin russia ucrania ukraine sun public una foto de tanques rusos alineados en belgorod los periodistas contaron unidades de la cuales son tanques la im gene fueron tomadas desde el uav ucraniano "" stork """,23,4,0,neutral
6264,aliforever1234,,russia say thank destroy,23,4,1,positive
6265,rozitariazati,iran,iran hold world biggest prove gas reserve russia may force import fuel come yr oil minister javad owji say need put money oil refinery ensure continue meet local demand diesel amp gasoline,23,4,1,positive
6266,donnydumbcunt,putinsbitches    goptraitorstodemocracy    goprussianassets,russia amp china love putinsbitches goptraitorstodemocracy goprussianassets,23,4,1,positive
6267,katyamk26,kremlin    japan    russia    peskov,"kremlin declare japan unfriendly country "" japan become unfriendly country russia difficult talk continue negotiation peace treaty say court jester dmitry peskov",23,4,1,positive
6268,dannyboy123452,,good nice see fire russia hooe like,23,4,1,positive
6269,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine en rusia los enfermos mentales son llevados la guerra en una de la conversaciones interceptadas por la sbu se puede escuchar mo la madre del ocupante est preocupada por la salud de su hijo quien padece trastornos mentales,23,4,-1,negative
6270,rerecasuto,,russia un onu tepperman,23,4,1,positive
6271,digitalfyme1,,un chief antonio guterres meet volodymyr zelensky ukraine russia visit,23,4,1,positive
6272,ken_honnda,,tokyo japan london uk berlin germany moscow russia,23,4,1,positive
6273,lorenzocbazua,,al disso bloqueo swift para interc mbios financeiros da ssia abriu espa para expans sistema chin possibilidade pa brics criarem um bricspay de fato se est estabelecendo um mundo sistemas,23,4,-1,negative
6274,iamsabinepeace,,bomb russia,23,4,1,positive
6275,togrxnt,,brand make shirt russia flag,23,4,1,positive
6276,johnp14410592,,ukraine dispute russia claim storm mariupol steel plant full civilian zinky say want money amp weapon everyone america easiest pig fork like biden amp give give give till bleed,23,4,1,positive
6277,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine lgica brindar asistencia militar ucrania mil quinas autom ticas fn herstal unidades armas antitanque toneladas de combustible medios de protecci,23,4,0,neutral
6278,gregroelk,,mr putin cement legacy history good right hitler stalin also destroy russian stand world hurt citizen russia long time like biden single handedly destroy country,23,4,1,positive
6279,rerecasuto,,russia,23,4,1,positive
6280,katsuotatanka,,europe oil japan sashimi sanction posture bottom line moral stand cross japan russia sign fish deal despite ukraine tension,23,4,1,positive
6281,jk1101010,,putin really take chapter hittler playbook use russia wwii ukraine agency far away tactic either,23,4,1,positive
6282,derricktgoat,pierrepoilievre    trudeau    freeland,pierrepoilievre trudeau freeland freeland mission life dedicate russian interference activist much history russia objective seek resolution seem intent finish mission read,23,4,1,positive
6283,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine ultima noticia en jarkov uno de los misiles rusos cay en uno de los centros comerciales grandes,23,4,0,neutral
6284,stevemacdonal12,,"talk "" republic status guess discuss russia",23,4,1,positive
6285,otmoormr,,sign pathetic excuse imo quite possibly shady ongoing connection russia german spd quite appal,23,4,1,positive
6286,foxeguido,,unless romania become side effect hungary nato adjacent alliance use hungary also bore repercussion align germany end ww disagree wary near russia could reach within year,23,4,1,positive
6287,cpopertwee,,exclusive france germany evade arm embargo sell weapon russia via bloody hypocrite,23,4,1,positive
6288,angry_staffer,,ukraine ability limit amount yes er target assistance friend think attack likely people operate inside russia see though,23,4,1,positive
6289,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine pa bajos abandon por completo la compra de gas carb ruso dijo el ministro de clima energ de pa bajos rob etten esto suceder fine de dijo el ministro,23,4,0,neutral
6290,zm73638690,,europe oil japan sashimi sanction posture bottom line moral stand cross japan russia sign fish deal despite ukraine tension,23,4,1,positive
6291,primnov,,"beautiful russia land multiculturalism thing "" russian """,23,4,1,positive
6292,giovanni7769,over      novax,embargo alla russia perch gli novax sono tutti compattamente contrari,23,4,0,neutral
6293,tabatt13,,"chechen unit fight russia stand burn build claim "" cleanse destroy "" mariupol",23,4,1,positive
6294,tanitofesta,ahora    putin    russia    ucrania    ukraine,ahora putin russia ucrania ukraine una torreta de tanque cay en el quinto piso de un edificio residencial en mariupol,23,4,0,neutral
