,username,hashtags,clean_tweet,day,month,sentiment_val,sentiment
1771,pzonezone,,russia back head dnr pushilin award literal russian neonazi medal,23,4,1,positive
1772,americanfaye,,""" exactly white supremacy "" hate russia "" allow blatantly stir angry white gun tot racist",23,4,1,positive
1773,jksbak,,russia love,23,4,1,positive
1774,sapientunicorn,,well go add much u pay lot country claim take issue needle counterproductive difference criticize u others russia china etc bad act,23,4,1,positive
1775,pdoctor4,putin    russia    genocideofukrainians,yes putin terrorist russia list terrorist country illegally invade peaceful nation amp torture terrorize amp kill ukrainian stop genocideofukrainians,23,4,1,positive
1776,bbbehera52,,please stop attack ukraine russia loss thousand human life whose benefit,23,4,1,positive
1777,poo___tin,russia    fascist    fascism,someone please demilitarise denazify russia fascist fascism,23,4,1,positive
1778,loooooo02942311,,piece trash russia line pocket yeltsin year country carve like christmas turkey corrupt oligarch fee upon like pig squeal ww demon truly walk amongst u,23,4,1,positive
1779,supersleuthgrl,,never see interest think even know elon even say china russia even consider serious competition wonder still hold view year later,23,4,1,positive
1780,omoshirokaigai,,russia hardly imperialist,23,4,1,positive
1781,titocatt,,namaste care shape value everyday life shape see color size around world like china russia,23,4,1,positive
1782,elchinstracker,,armenian prove genocide allegation court use hate company turk whitewash prove court armenian crime meanwhile actively support ongoing genocide ukrainian people commit russia,23,4,1,positive
1783,rogue_corq,,putin next problem russia get hit tougher sanction fortyfive,23,4,1,positive
1784,rangnicks,,shamrock rover pay ref last season qpr throw aguerooo game purpose morata transfer merry go round money launder scheme city sponsorship fugazi russia peds world cup,23,4,1,positive
1785,stopvladdydaddy,,putin next problem russia get hit tougher sanction fortyfive,23,4,1,positive
1786,allegedlyjoshie,,capitalize trash still capitalize russia reason respect rot heap,23,4,1,positive
1787,aa86c90d3a7544d,,time support american want trade life mother russia,23,4,1,positive
1788,gil00006,,russia reveal larger goal full control southern ukraine via,23,4,1,positive
1789,jenniferrbaulch,unity    antichrist    armageddon    apocalypse    endofdays    russia    ukraine    satan    putin,reposted world war golden gate bridge ritual unity antichrist armageddon apocalypse endofdays russia ukraine satan putin,23,4,1,positive
1790,dwatchnews,russia    fakenews    pressfreedom,"russia law fakenews "" flagrant disrespect state authority society "" result fine rouble u pressfreedom",23,4,1,positive
1791,boostergold1975,slava    standwithukraine    fckputin,com need russia illegally invade ukraine slava ukraine standwithukraine fckputin,23,4,1,positive
1792,nftcryptoconman,,guy anyone interest go russia navalny solve read thread simply lesser two evil,23,4,1,positive
1793,beamscoring,,endurance penny lt code russia wrong russian mean count element,23,4,1,positive
1794,giraffslava,,ukraine literally special gateway europe amp vanguard strategic alliance russia get dominate black sea wheat field amp natural gas change world order amp quite literally american quality life,23,4,1,positive
1795,larrylavoie1,russia,hostile place earth showdown russia could cost tanner stafford life test ice transportation device call sub zero,23,4,1,positive
1796,moroniuse,,tv fury compassion former towards russia latter ukriane people,23,4,1,positive
1797,pink_cat_lady,,fact com russia fight hand tie save many citizen use human shield azov militant could hv bomb entire place amp entire ukraine would dont want kiev want avoid civilian casualty zelensky shd try criminal court,23,4,1,positive
1798,otisgbarlow1,,deb guy russian actually say nato want hear putin want question russia exist neighbor except ukraine,23,4,1,positive
1799,naginajjar,,russia divert troop offensive donbas,23,4,1,positive
1800,ato_capital,,keep reserve dollar dangerous bidem sanction show better use dollar brazil already get rid half dollar reserve move chinese yuan trade dollar due sanction russia become risky operation,23,4,1,positive
1801,rien4djri,ukraine    russia,"ukraine russia operational command "" south "" apr kherson region ukrainian defender attack russian fascist invader along line fire tiger armour vehicle destroy oleksandrivka area rocket propel grenade launcher near molodets ke",23,4,1,positive
1802,beaumontjenkins,,young meanwhile reality ukraine control land much smaller month ago russia economy hasnt collapse despite rob billiom zelensky say need billion month aid important keep track lie wrong throughout,23,4,1,positive
1803,lon_ball,,russia lose million liberate jew west ukraine banderas collaborate nazi support nato defend people,23,4,1,positive
1804,travisthered1,,russia ukraine problem,23,4,1,positive
1805,dykhead,deathtoputin,ru vokrugsveta fr e rossii russian funny sick angry murder putin scum kill innocent civilian yet see nothing wrong deathtoputin,23,4,1,positive
1806,showmely,,stand ukraine one occupy country land war especially russia us illegal way reason rublev player need go country play game know news anywhere,23,4,1,positive
1807,dianepickup,,russia already say want eurasia lisbon vladyvoskov,23,4,1,positive
1808,kamaromarie,anonymous    russianfederation    belarus    fakenews    down    ddos    oprussia    fckputin    russia    putinlies    warcrimes    expectus    thatsunfortunate    tangodown,"anonymous seem busy "" official news channel "" russianfederation amp belarus since fakenews go ddos attack earlier see oprussia fckputin russia putinlies warcrimes expectus thatsunfortunate tangodown",23,4,1,positive
1809,spiritbride,,usa target moskva ship russia pearl harbor retaliation putin next move usa hand domestic support need,23,4,1,positive
1810,omoajigunna,,russia day say think say get mad go know say someone wereh pas,23,4,1,positive
1811,waqar_masud1,,urdu,23,4,0,neutral
1812,douglaselaux,,nato stand strong together member nation cow fear russia back morally right thing support ukraine,23,4,1,positive
1813,mkhalil,,asker mean migrant russia satellite prophecy mean turn back,23,4,1,positive
1814,nuthinbutdtruth,,okay go say stupid really sound stupid ukraine give russia want stop war even start burden stop russia ukraine russia never stop ukraine give,23,4,1,positive
1815,chedupalleeeee1,,tutti chi era dal che la russia chiedeva il rispetto degli accordi di minsk sottoscritti anche dall ucraina adesso il diritto internazionale lo applichiamo quando ci pare fate meno il tifo,23,4,-1,negative
1816,vschuylenburch,,""" "" government india bad russia",23,4,1,positive
1817,catmandoo18,russia    syria    africa    ukraine    transnistria    moldova    ru    usa    putin,russia trick repeat fear nuke lie distraction putin rinse amp repeat syria africa ukraine moldova transnistria breakaway state moldova border ukraine ru soldier usa surround putin look,23,4,1,positive
1818,chorswell,foxnews,ukraine say russia look replenish troop conscript ukrainian foxnews,23,4,1,positive
1819,radarplane,bru       belarus    russia    belarus,icao callsign bru origin country belarus first spot russia est spot belarus est,23,4,1,positive
1820,texmex5309,,"russia begin target poland maybe realize ukraine barrier "" wall "" build wayyy sooner",23,4,1,positive
1821,toddhagopian,,admit never think ukraine russia war would reach day really hope reach day end ukraine agree term russia lay originally fear,23,4,1,positive
1822,arandom12150507,,guy see ukraine ask support nato fuck hate force country nato give weapon fight russia,23,4,1,positive
1823,tigerakd,,russia start send sophisticate weapon mexican cartel attack u,23,4,1,positive
1824,tranthuhoai15,,tragedy tie tragedy jeff blue origin sad even consider serious rival competition include china russia,23,4,1,positive
1825,dwatchnews_eur,russia    fakenews    pressfreedom,"russia law fakenews "" flagrant disrespect state authority society "" result fine rouble u pressfreedom",23,4,1,positive
1826,im_skj,,russia state affiliate medium right,23,4,1,positive
1827,swaallise7,,great need germany though india stupid pay dirt low price oil chinese investor destroy russia continue anyway,23,4,1,positive
1828,deadpoolharryp,,putin nazi ukrainian fabricate lie invade ukraine want soviet empire back one want russian putin daughter house arrest keep russia fool kill thousand lie history forgive,23,4,1,positive
1829,ii_jlr,,point ukraine win inflict maximum pain russia process war doom failure depend see end goal see differently,23,4,1,positive
1830,annladenberger,,heartbreaking putin must stop want outside russia,23,4,1,positive
1831,jamesfo35361463,,get concern russia invade country bite way chew ukraine reinforce situation say army gonna invade another nation heck give odds get hand nd defeat dobass,23,4,1,positive
1832,maylnyang,,demand china sanction russia say minion fishy japan sign fish deal russia benefit ukraine zelensky happy,23,4,1,positive
1833,amikofsky,,yes russia suffer horribly german nazi ww much cut loose enter defeat german territory take revenge german woman u army get capture german soldier talk threat turn russian,23,4,1,positive
1834,areblrepublican,ukraine     gop    russia    republicans,go ukraine atrocity fact many call republican support putin quite sicken fact people power great nation frighten true american would ever support putin ukraine gop russia republican,23,4,1,positive
1835,rfk1966,,russian missile test missile land region kamchatka peninsula also russian federation russia prove premier intercontinental ballistic missile hit russia,23,4,1,positive
1836,mcforgod,,biden right hand man gen milley block national guard defend capital jan th try circumvent geneva convention biden pressure nato let ukraine join put u missile russia border want u war russia,23,4,1,positive
1837,oj_rancans,,mr mcfaul see part print industry sanction list reason russia still print ton propaganda use western technology,23,4,1,positive
1838,haydefelix,,zoka viva ssia viva liberdade viva chechenos,23,4,-1,negative
1839,uyjerimiah,,imo way stop russia attack home front russia deploy cannon fodder ukraine size population greater ukraine many leave country already problem war get worse,23,4,1,positive
1840,knittingknots,ukraine    ukrainerussiawar    ukraineunderatta k    ukrainewar,moldova summon russian ambassador russia announce goal access moldovan state ukraine ukrainerussiawar ukraineunderatta ukrainewar,23,4,1,positive
1841,smelodiesog,,biden make michael tracey ambassador russia ship moscow base embassy one,23,4,1,positive
1842,hassan_aloqaili,,"azov "" civilize world "" meet "" neo nazi "" "" right sector "" militia despise russia seem thousand time civilize militia killer much hate childish ideology propaganda recycle al qaeda counterpart",23,4,1,positive
1843,ryankno67616640,,still gotta live next russia even needle carnage still go exist never end putin go hopefully whatever come next le awful unlikely russia long history terrible government invade neighbor,23,4,1,positive
1844,atomicaj74,,valid argument swalwell tell sever tie trump find russia want help beat hillary response love also ivanka get bunch trademark jar get billion ignore khashoggi murder next,23,4,1,positive
1845,willietheyorkie,,support netflix one first pull russia,23,4,1,positive
1846,polimericker,,watch thank unfortunately russia article apply territory part ukraine un recognise nation rather remain part ukraine sovereign territory possible legal argument,23,4,1,positive
1847,emanning57,,"america want criminal usa today president donald trump treason want genocide criminal today "" russia "" dictator valdemir putin criminal humanity beware world begin end time revelation",23,4,1,positive
1848,tonelocomo,,com putin alive time next year ruin everything russia work hard toward decade infiltrate western market government go le month putin do damage russia nato ever dream,23,4,1,positive
1849,wedibereka,,russia un forumafrica criminal know criminal mean justify comment,23,4,1,positive
1850,silverstone205,,sure help ukraine lot howitzer russia freak,23,4,1,positive
1851,mcosenza72,,remember dems socialist pawn china russia,23,4,1,positive
1852,chorswell,foxnews,peace talk stall russia push referendum take portion southern ukraine foxnews,23,4,1,positive
1853,txaggies02,,lol russian send sophisticate weapon anywhere laughable russia expose war weakling u would clean house anything ding ding putin little bro beard boy come fruition,23,4,1,positive
1854,naginajjar,,russia shift elite unit new battleground ukraine say,23,4,1,positive
1855,mataveli_,,tv also buy oil russia,23,4,1,positive
1856,anthonyzenkus,,alabel yes theyre ask question russia propose point negotiation,23,4,1,positive
1857,mdgnewsman,,russia ukraine war know day invasion guardian,23,4,1,positive
1858,puffytmd,,bad beer zelenskyy seriously funny fantastic insult russia russian troop die steal modern ukrainian toilet bowl lololol hell condition like rural russia medieval,23,4,1,positive
1859,gandapurnazir,,russia would let ukerain nato member scenario could happen country,23,4,1,positive
1860,jamessweredosk1,,old enough remember republican party pro business anti russia see support russia,23,4,1,positive
1861,gonkulator13,,"intel russia contact mammoet smite retainer oh wait forget whole "" sanction "" thingy appropriate break imperial russian ship imperial russian war feel tsary",23,4,1,positive
1862,mandarinleisure,,ukraine war russia replace ukrainian medium,23,4,1,positive
1863,somuchbullsh,,"get full neo fascism "" candidate enter room unless medium present welcome putin russia australia",23,4,1,positive
1864,ali_ali_oxen,,tell russia doom,23,4,1,positive
1865,horcadesjunior,,nada ver flamengo ganhou campeonato brasileiro de sempre com club de sempre palmeiras disputou uma competi de ver que vc defende como ser campe da champion league numa competi acordada com equip da ssia ucr nia eslov quia sem grandes,23,4,-1,negative
1866,logicinpolitic,,would crazy russia putin wag war aid trump partial extent distract revelation come daily medium,23,4,1,positive
1867,marketscafe,global    thehindu,russia ukraine crisis update un chief meet putin zelenskyy press peace latest development ongoing russia ukraine conflict global thehindu,23,4,1,positive
1868,amitsharmalie,,russia ukraine war live un chief meet vladimir putin apr amp zelenskyy apr,23,4,1,positive
1869,cymru1771,,god funny russia support integrity territorial border take back country next,23,4,1,positive
1870,sanmarcosglass,,suspicious death rate powerful people russia always high would anyone want average like invite death,23,4,1,positive
1871,charlespdavis,,impact russia war ukraine global economy,23,4,1,positive
1872,opylypovych,,"democracy staffer use force violence disperse ukraine russia "" like kid beat half million people come maidan next day start revolution dignity regime change lot maidans people cefully protest",23,4,1,positive
1873,wilhelmormstein,nazi    azov    zelenskywarcriminal    naziukraine    ukraine     russia,woman nazi azov battalion azov battalion far right openly us fascist symbol concern democracy ukraine grow dw german public tv english zelenskywarcriminal naziukraine ukraine russia,23,4,1,positive
1874,brysonwm_,,seriously expect take stand nutty leader hike family back home russia smart,23,4,1,positive
1875,kdfreakpride1,tty    tty    tty,surprise russia tty nation tty thing tty president,23,4,0,neutral
1876,nitenixk,,ukraine beat russia without nuke mean bite tire,23,4,1,positive
1877,swaallise7,,green ukrainian life today life tomorrow green bonus need pressure germany regret later russia use kill u whatever reason support appreciate,23,4,1,positive
1878,nadeemahmed7736,,brexit make u desperate liar pm actual moral one day talk support ukraine thr next day deal government support russia,23,4,1,positive
1879,whitewaterxx,defolt    love    un    ai    god,yass print billion dollar mean write injection free defolt vse davaite defolt budem dikaryami love un ai god,23,4,1,positive
1880,news18india,russiaukrainewar    russia    ukraine    ukrainerussianwar    ukraineunderattack    usa,russiaukrainewar russia ukraine ukrainerussianwar ukraineunderattack usa,23,4,1,positive
1881,edogg76479008,,russia ban vice president kamala harris others travel country,23,4,1,positive
1882,justagoddess8,,russia facial recognition,23,4,1,positive
1883,nsutim,,complain big time russia start donate country oppose usa around globe,23,4,1,positive
1884,real_annabird,,seem like artificial shortage especially food shortage along inflation government way foment enough public anger russia amp china justify start new global war front wait false flag big enough,23,4,1,positive
1885,alexisroucourt,,russia revive ussr make entire west enact sanction result estimate gdp hit great start consider previous edition end,23,4,1,positive
1886,bucephalus424,,russian historian argue russia would ok develop economically politically stolypin live wwi like american pundit argue everything would fine romney,23,4,1,positive
1887,miehunter,,dore actually russia invade home country kill people thank stellar foreign policy analysis always jimmy,23,4,1,positive
1888,eckhartsteve5,,ukrainian citizen trap russia attack hospital school refuse evacuation los angeles time,23,4,1,positive
1889,pedro65pt,,putin apologist also blame tragedy instead raise alarm alert world russia expansionism denounce crime syria pastime attack america embolden sudenly putin go step far,23,4,1,positive
1890,76_texas,,alert military site chemical plant burn russia via,23,4,1,positive
1891,chanakyaforum,canada    g      imf    indonesia    indrawati    russia    worldbank,break news cannot function russia table canada say canada imf indonesia indrawati russia worldbank,23,4,1,positive
1892,billymallard,russia    war    ukraine,"russia "" acknowledge goal second phase war victory mythical nazi simply occupation eastern southern ukraine ukraine defence ministry say "" imperialism",23,4,1,positive
1893,ag21d,,lise de cen rio ssia vai vencer guerra controlar todo light via,23,4,-1,negative
1894,blee2333,,read japan issue new bluebook today crazy make territorial claim russia rok honestly think maybe first fallout outside country involve,23,4,1,positive
1895,minnesotamarys,longliveukraine,voice matter chris say several corporation pull russia last week thank review business still russia boycott please tweet longliveukraine,23,4,1,positive
1896,cappuccinogaze1,,zelenskyy insist russia control mariupol putin declare victory via,23,4,1,positive
1897,fanofkurzweil,,"beyond silly pass absurd two mile ago basically insane remain "" gop "" admit upset fight fascism support mass murderer name vlad antifa enemy russia "" friend "" get",23,4,1,positive
1898,ghanshy16517950,russia    ukraine,india want peace also russia ukraine,23,4,1,positive
1899,telugustop,began    fled    russia    ukraine,mn people flee ukraine since war begin un begin flee russia ukraine,23,4,1,positive
1900,waterloo190,,essa sica virou uma trend tiktok reel na ssia ano passado flodaram pra caralho sica em tudo quanto era deo crian come aram dublar sica depois come aram publicar tradu da sica eles abandoram trend aos poucos depois,23,4,-1,negative
1901,wv_lacey,,ukrainian show compassion russia kill rape understand world allow russia exist putin monster,23,4,1,positive
1902,zwerlein2,,russia win alone let alone nato must different plan sure china would love knock u,23,4,1,positive
1903,lauraca03650392,,china invade taiwan world get clue russia china fact together,23,4,1,positive
1904,wink36,,russia take lousy livery leopard laaber loan lawer name lenny,23,4,1,positive
1905,bill_sea1973,,china russia laugh u,23,4,1,positive
1906,steph_in_cali,,ok worth wait full story ukrainian already disgust arm sale russia ger france really take much country support russia countless atrocity happen,23,4,1,positive
1907,masarwehtony,standwithukraine     fuckputin,russia standwithukraine fuckputin,23,4,1,positive
1908,dmp4659,,russia lt north korea,23,4,1,positive
1909,suzukiya0829,,zamurai russia,23,4,1,positive
1910,minji_me,russia,""" troll firmly instruct never anything bad write self proclaim donetsk people republic dnr luhansk people republic lnr never anything good ukrainian government russia",23,4,1,positive
1911,chijindum_1,,jackpot work russia russia simple,23,4,1,positive
1912,rafaelmontob,,"arm band "" decide russia need exist anymore fuck "" well "" strategic "" "" "" tactical implementation may vary",23,4,1,positive
1913,mdgnewsman,,news meet expect next week come russia admit want establish land corridor ukraine connect russia crimea,23,4,1,positive
1914,turkishnews7,news    dailynews    livenews    worldnews,eu send lebanon humanitarian aid ease food crisis bloc aim help vulnerable local people palestinian syrian refugee amid food crisis exacerbate russia war ukraine news dailynews livenews worldnews,23,4,1,positive
1915,incwebber,,transnistria breakaway region moldova russia may interest,23,4,1,positive
1916,pmagn,,russia fire,23,4,1,positive
1917,charlot90704022,,reason ukrain move war russian territory put putin defensive let russia feel pressure two country war fight one country territory,23,4,1,positive
1918,subvertdefect,,nope atrocity atrocity whether u russia government leave must consistent otherwise fall side fascist many ostensible leave justify invasion,23,4,1,positive
1919,bittmarcio1,,""" sabidamente "" eu sabia nem especialistas em armamento nuclear cara russia tem tecnologia culo passado ainda caras conseguem nem se comunicar com seguran russia tem tecnologia de ponta em nada",23,4,-1,negative
1920,maninho_pistola,,caramba tem doi que ssia invadiu ucr nia,23,4,-1,negative
1921,aureliaglenn,,go live russia use say america love leave,23,4,1,positive
1922,chrisdanne2,,ukrainian citizen trap russia attack hospital school refuse evacuation,23,4,1,positive
1923,theindiannews9,,russia ukraine news,23,4,1,positive
1924,jamie83851121,,ur little diversion tactic get old ppl get kickback would gop let see get kick back koch putin russia big oil gas healthcare insurance company big pharma amp ur rich friend give tax cut,23,4,1,positive
1925,williamalcalde4,,russia win stay deep strong guerrilla rebel easy russia military beat guerrilla,23,4,1,positive
1926,tthecontrarian,,russian ambassador intention invade moldova like ukraine russian promise complete waste time everything russian tell lie expect opposite happen think russia reach moldova,23,4,1,positive
1927,samueldandy5,,furthermore thank russia supply ukraine tank part list country chippin ukraine far tank russian cannon fodder give flee congrats,23,4,1,positive
1928,56perumal,,u blast china support russia pledge help india,23,4,1,positive
1929,itsjordanyt,,bianci percent india weapon come russia india dumb realise china already checkmate,23,4,1,positive
1930,laisla1313,,"blue cruise end russia another "" goofy vacation keep track",23,4,1,positive
1931,snobyrd1,,think ukraine attack russia land near mariupol push back interfere putin lie russia give ukraine better fight chance,23,4,1,positive
1932,joe_mckirdy,,russia go invade moldova wtf,23,4,1,positive
1933,1drewgordon,,russia try hold ukraine internet hostage spacex step,23,4,1,positive
1934,aka_fearlessbfg,,see happen sunday russia huh,23,4,1,positive
1935,vladeatscock,,see usa like russia,23,4,1,positive
1936,sleuther105,,iceland threaten russia make annoy empty threat iceland hope russia aware consequence level annoyance,23,4,1,positive
1937,wooley2013,,least gas cheaper trump russia leave u alone,23,4,1,positive
1938,ashish0017,,fact russia even one unicorn atleast per map,23,4,1,positive
1939,ewi82rysy,ukraine    belarus    russia    ukrainerussiawar    ukrainewar,ukraine belarus russia ukrainerussiawar ukrainewar,23,4,1,positive
1940,rokotonet,,ukraine russia war live monster vladimir putin humiliate latest stag update expert claim,23,4,1,positive
1941,rob_mircen,zelensky    russia    mariupol    kiev    kyiv    donbas,zelensky russia mariupol kiev kyiv donbas,23,4,1,positive
1942,jive_king,,whatever russia do fold rue day become pervert rapist murderer innocent honor war sick russian foll wing warp dictator order,23,4,1,positive
1943,pzonezone,,mongrel russia back head dnr award literal russian neonazi medal ukraine,23,4,1,positive
1944,goncalolebre,,social democratic party supporter talk socialist friend totally inhuman brutal fascist ocupation russia diverge one point say matter defense freedom europeist atlantist right,23,4,1,positive
1945,55sun5,,"russia aim take "" full control "" southern ukraine",23,4,1,positive
1946,andreasgal,,hi russia iceland part threat laughable,23,4,1,positive
1947,tawtopthai,,hah botch job invasion ukraine russia position attack one country,23,4,1,positive
1948,pmmanipulated,,george galloway russia affiliate medium,23,4,1,positive
1949,freedomabad,,com blame russia blame west violate russia security,23,4,1,positive
1950,cssmcqsdotcom,,dragon symbol russia china usa england lt gt,23,4,1,positive
1951,sportscircusint,,friday april russia war ukraine news information ukraine,23,4,1,positive
1952,baladanmeri,business    business,business business friday april russia war ukraine news information ukraine dispatch ukraine provide forbes ukraine editorial team,23,4,1,positive
1953,hlyghst610,,hrc say election steal year russia hoax,23,4,1,positive
1954,31_panwar,,french election could make break eu russia oil ban publish date april,23,4,1,positive
1955,halyna8888,,"craziest idea ever read think russia would prefer germany capitulate people also good wash machine car also recent parade russian always sign "" berlin "" go germany capitulate russia",23,4,1,positive
1956,bolenmark541,russians    russia    russians    chinese,wtf guess dumb enough send russian death guess bring stupidity russia really start get alarm different vietnam north korea supply russian chinese,23,4,1,positive
1957,torchiecanburn,,prove give right support beat russia give right support one ask proof need good excellent fighter,23,4,1,positive
1958,qsusieqqq,,knott russia reasonable people give deal stupidity like rebecca,23,4,1,positive
1959,bibertdabruce,,ukraine distinct ethnic group end mongol asia destroy ukraine since ukraine own belarus poland russia tsarist ussr russia,23,4,1,positive
1960,theusarticles,,task establish full control donbas southern ukraine russia,23,4,1,positive
1961,brokengizmo,,"president ukraine volodymyr zelenskyy belief russia need take care russian speaker right territory current russian dream "" steal toilet die """,23,4,1,positive
1962,tweaver45,,russia ail command bloat slouch putin see grip table amid cancer battle rumour meet slur defense minister shoigu need read note follow heart attack,23,4,1,positive
1963,nuthinbutdtruth,,clearly understand geo politics ukraine give russia continue invade grab give russia want would end would begin get program,23,4,1,positive
1964,starbright489,atrocities    warcrimes    russianinvaders    putin    russia    authoritarian    power    troops    ukraine    power    glory    ukrainerussiawar,clear make excuse atrocity warcrimes russianinvaders putin russia amp authoritarian system power set troop amp nation abomination amp ukraine power definitely equal glory ukrainerussiawar,23,4,1,positive
1965,strawhat2021,,com think pro russia stop putin butcher plan revive ussr fail say ukrainian supporter see go russia block supply support gonna get hard need plan,23,4,1,positive
1966,darchmare,,fact u indeed awful foreign policy year russia absolutely room talk completely irrelevant genocide currently engage invasion ukraine,23,4,1,positive
1967,chooch12121,,smon problem russia invade without real reason let evade fact bush put u obama continue start withdraw fact number civilian casualty increase trump take biden finish withdrawal start,23,4,1,positive
1968,naomijaneknigh1,russia    austria    sanctions    standwithukraine,sadly economy may suffer allow aggressor like russia continue unchecked however least austria impose sanction everything else standwithukraine,23,4,1,positive
1969,naalsio26,,sop russia,23,4,1,positive
1970,true_wrath,,ukraine get long range missile fighter plane fully justify turn moscow suburb rubble way russian around kyiv retake crimea need crush russian build infrastructure around sevastopol deep strike russia need,23,4,1,positive
1971,master_deli,,true though russia ready hypothetical socialism rted lenin admit pre socialist state capitalism socialist element bolshevik initially want take industrialize europe bring russia communism,23,4,1,positive
1972,kmarugan,,shame fuck russia,23,4,1,positive
1973,crof,,seven die fire russia defence institute report,23,4,1,positive
1974,amazon_oficial,,guterres viaja ssia para se encontrar com vladimir putin na ter feira,23,4,-1,negative
1975,guillotinesplic,,"germany give arm russia russia deliver "" slightly use "" ukraine",23,4,1,positive
1976,uhm_alphabet,,someone dream car ghana taxi russia,23,4,1,positive
1977,udit_uljalul,,friend china already attack u none western moral police say ord condemnation fear china life asian tmatter support russia india try put spoiler case china attack india,23,4,1,positive
1978,unbelfuturo,,gt gt russia ukraine war know day invasion ukraine guardian see,23,4,1,positive
1979,timc_syd,,kraine reason russia move ship away odessa amp away sink ship likely fear attack russian speak retaliation ukr target sink ukr attack ship action speak louder word,23,4,1,positive
1980,paulrohatensky,,aslund neutral ukraine russia like neutral good evil neutral indifferent complicit,23,4,1,positive
1981,pdoctor4,russian    ukraine    germany    genocideofukrainians,commission embargo russian oil gas would stop russia illegal war ukrainian would support ukraine even germany fund russian illegal war germany fund genocideofukrainians,23,4,1,positive
1982,cryp7oqueen,,orr could move russia,23,4,1,positive
1983,bibertdabruce,,zelenski promise never join nato putin would never act protect secure russia border,23,4,1,positive
1984,56perumal,,india say pressure uk johnson india stance russia invasion,23,4,1,positive
1985,boneyardsafari,,russia year old salvage ship deploy moskva wreck report,23,4,1,positive
1986,lintbig,,kc sound like soviet russia mao cambodia,23,4,1,positive
1987,bill39979935,,would easy vote russia china like vote take vote,23,4,1,positive
1988,donewellrichard,,yet schiff remember lie russia russia russia year strange,23,4,1,positive
1989,albhebarklay,,russia time reason dig mass graf already obviously,23,4,1,positive
1990,projectvirginia,,get totally con germany russia work together carve influence eastern europe molotov ribbentrop,23,4,1,positive
1991,destlaet,,dear president stay straight boot proud country defence culture feel towards russia general wish poor soldier would use brain miserable life,23,4,1,positive
1992,lilmissanthropy,,jasnah russia threaten nuke nato country invade army commit genocide murder rap child stir trouble chernobyl threaten poland finland crimea start nice russian sympathy,23,4,1,positive
1993,rhjameson,,olaf scholz dither arm ukraine boycott russia even coalition partner mention ally irate time chancellor lead say via,23,4,1,positive
1994,bibertdabruce,,unite state guarantee ukraine would never admit nato putin would never act protect secure russia border,23,4,1,positive
1995,elevenrau,,claim base nothing notice russia promote peace people europe enjoy peace year much stronger economy russia quite distinguish usa,23,4,1,positive
1996,seddikzekri,,russia sanction european commission suggest moscow gas payment workaround may work eu company,23,4,1,positive
1997,rattlemebones5,,thing also population collapse happen thing massive war look russia general social malaise combine death ten million ww also million great purge even lead drastically fewer russian,23,4,1,positive
1998,9inchuk,,zelenskyy fear russia invasion begin amid fear war could last long period,23,4,1,positive
1999,yhykrts,,moly see putin commit crime humanity ukraine dont want see take war swamp thus russia lose power u shape new world order see big picture world ir specialty,23,4,1,positive
2000,microbiology4,,western news give idea little hostage anything asov defend evil tell people deport camp far far far away russia never find get idea people still believe though,23,4,1,positive
2001,sabitimohammed,,russia eu russian osce ru rf god bless russia god bless putin,23,4,1,positive
2002,theansweryes,standwithukraine,putin evil need overthrow asap stand standwithukraine,23,4,1,positive
2003,theansweryes,standwithukraine,think putin idiot yes definitely yes get overthrow stand standwithukraine,23,4,1,positive
2004,gassin123charts,labor    alo    china    treason    who    usa    eu    china    russia    ozi,labor alo sleezy china dance puppet boy fatten own ozi treason bos usa eu china russia ozi alliance,23,4,1,positive
2005,freedomabad,,com china russia capability hit target world hypersonic missile west technology,23,4,1,positive
2006,sunitchatz,jaihind,india provide humanitarian aid ukraine despite fact ukraine hardly support india international forum back enemy wonder indian govt indian public back russia jaihind,23,4,1,positive
2007,grace98593441,,fee ip china russia taliban sould block,23,4,1,positive
2008,ukrainianpagan,,aslund someone need look putin german leader german leader start pay medium discus whether trust russia real dirt go maybe piss hotel room ugly ruzzian hooker,23,4,1,positive
2009,ethiopiashall,,afraid ethiopian volunteer go russia russia china dismisssd veto power france u britain well western puppet plot harm country surprise ethiopian opt fight russia,23,4,1,positive
2010,angelaboyd1969,,nope group certain degree commit mass murder genocide world watch watch time shane russia ukraine silence israel palastine nope,23,4,1,positive
2011,sdhayz74,,russia eu like decide whose sovereign country invade take run like dictatorship sure majority world would wish upon great attitude experience understand,23,4,1,positive
2012,852852hk,,exactly unprovoked unjustified attack red line far harsher consequence russia,23,4,1,positive
2013,hrc4pres4ever,,hey russia make quick,23,4,1,positive
2014,nachiketh_s,,see big issue world go hand right winger take year retribution russia,23,4,1,positive
2015,rayvyoung,,month future high world steel mfg russia ukraine,23,4,1,positive
2016,stlp9056,,russia russia pay crime generation world look action,23,4,1,positive
2017,scriptmancer,,shmyhal baghdad bob maybe pm get incubator baby loan kuwait yellow cake sleeve russia win support nazi puppet coup dem gov russia border public option billion lose war,23,4,1,positive
2018,nuthinbutdtruth,,anna cry loud stop show freak picture show picture go anything believe ukraine give russia everything want like spoil baby,23,4,1,positive
2019,glennwalter10,,ultimately one thing stop mass murderer dictator putin cabal dead russian soldier return russia coffin,23,4,1,positive
2020,mikep77doglover,,avoid become russia push back government overreach,23,4,1,positive
